i.data, BY, AGE, R, i, m, d, d.rate, i.rate, m.rate, N, S.i, S.m, I, M, D, I.est, M.est
46, 1984, 4, 67780, 0.560224455174214, 0.880811078140455, 0.624597664361772, 0.548387096774194, 0.547138047138047, 0.884758364312268, 1188, 128, 476, 650, 476, 34, 640, 476
46, 1984, 5, 67780, 0.612033195020747, 1, NA, NA, 0.75, 1, 28, 5, 7, 21, 7, NA, 25, 7
46, 1985, 1, 67780, 0, 0, 0.935017078366353, 0.934730008852169, 0, 0, 67780, 0, 0, 0, 0, 63356, 0, 0
46, 1985, 2, 67780, 0.000322965468935768, 0.00226148866529766, 0.527567710693972, 0.521532184950136, 0.000452079566003617, 0.00226142017186793, 4424, 0, 10, 2, 10, 2301, 0, 10
46, 1985, 3, 67780, 0.140335823236442, 0.0730722600845134, 0.624597664361772, 0.63498789346247, 0.148744670772146, 0.0806900389538119, 2111, 50, 145, 314, 145, 1049, 250, 145
46, 1985, 4, 67780, 0.521809800759375, 0.9557851129936, 0.192382894650167, 0.411764705882353, 0.529021558872305, 0.940140845070423, 603, 64, 267, 319, 267, 7, 320, 267
46, 1985, 5, 67780, 0.843843843843844, 1, NA, NA, 0.9, 1, 10, 2, 1, 9, 1, NA, 10, 1
46, 1986, 1, 67780, 0, 0, 0.995901329243354, 0.995367365004426, 0, 0, 67780, 0, 0, 0, 0, 67466, 0, 0
46, 1986, 2, 67780, 0.00017732762060234, 0.00748409629537233, 0.624597664361772, 0.644230769230769, 0, 0.00636942675159236, 314, 0, 2, 0, 2, 201, 0, 2
46, 1986, 3, 67780, 0.179464622345105, 0.117016388420891, 0.192382894650167, 0.170454545454545, 0.144144144144144, 0.0736842105263158, 111, 3, 7, 16, 7, 15, 15, 7
46, 1986, 4, 67780, 0.770164787510841, 0.867924528301887, 0.249065308838663, 0, 0.821917808219178, 0.923076923076923, 73, 11, 12, 60, 12, 0, 55, 12
46, 1986, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
46, 1987, 1, 67780, 0, 0, 0.978806423611111, 0.979182649749189, 0, 0, 67780, 0, 0, 0, 0, 66369, 0, 0
46, 1987, 2, 67780, 0.00017732762060234, 0.0213802989965185, 0.192382894650167, 0.195369030390738, 0, 0.0205527994330262, 1411, 0, 29, 0, 29, 270, 0, 29
46, 1987, 3, 67780, 0.424224668312895, 0.269826270262412, 0.249065308838663, 0.236401673640167, 0.426258992805755, 0.250783699059561, 1112, 96, 160, 474, 160, 113, 480, 160
46, 1987, 4, 67780, 0.243404678944749, 0.967105263157895, 0.345241763937242, 0.25, 0.221917808219178, 0.971830985915493, 365, 18, 276, 81, 276, 2, 90, 276
46, 1987, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 6, 0, 6, 0, 6, NA, 0, 6
46, 1988, 1, 67780, 0, 0, 0.997995584180377, 0.997934493951018, 0, 0, 67780, 0, 0, 0, 0, 67640, 0, 0
46, 1988, 2, 67780, 0.00017732762060234, 0.0203045685279188, 0.249065308838663, 0.289855072463768, 0, 0.0142857142857143, 140, 0, 2, 0, 2, 40, 0, 2
46, 1988, 3, 67780, 0.0466321243523316, 0.190217391304348, 0.345241763937242, 0.271428571428571, 0.0408163265306122, 0.25531914893617, 98, 1, 24, 4, 24, 19, 5, 24
46, 1988, 4, 67780, 0.10738255033557, 0.9950874435056, 0.267044349277317, NaN, 0.0784313725490196, 1, 51, 2, 47, 4, 47, 0, 10, 47
46, 1988, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
46, 1989, 1, 67780, 0, 0, 0.97314090529829, 0.972027146650929, 0, 0, 67780, 0, 0, 0, 0, 65884, 0, 0
46, 1989, 2, 67780, 0.00017732762060234, 0.0116493544316086, 0.345241763937242, 0.344166222695791, 0, 0.0100210970464135, 1896, 0, 19, 0, 19, 646, 0, 19
46, 1989, 3, 67780, 0.0277379432275808, 0.253126704786535, 0.267044349277317, 0.245475113122172, 0.0186839967506093, 0.268211920529801, 1231, 4, 324, 23, 324, 217, 20, 324
46, 1989, 4, 67780, 0.0637089138374138, 0.929211210632765, 0.380720590868449, 0.4, 0.0599700149925037, 0.92822966507177, 667, 9, 582, 40, 582, 18, 45, 582
46, 1989, 5, 67780, 0.0790816326530612, 1, NA, NA, 0.037037037037037, 1, 27, 1, 26, 1, 26, NA, 5, 26
46, 1990, 1, 67780, 0, 0, 0.991103552037679, 0.991118323989377, 0, 0, 67780, 0, 0, 0, 0, 67178, 0, 0
46, 1990, 2, 67780, 0.00017732762060234, 0.00490196078431373, 0.267044349277317, 0.276666666666667, 0, 0.00332225913621262, 602, 0, 2, 0, 2, 166, 0, 2
46, 1990, 3, 67780, 0.0729064039408867, 0.473963868225292, 0.380720590868449, 0.387096774193548, 0.0875576036866359, 0.452020202020202, 434, 11, 179, 38, 179, 84, 55, 179
46, 1990, 4, 67780, 0.390151515151515, 0.9950874435056, 0.244954112510985, 0, 0.368421052631579, 0.988095238095238, 133, 9, 83, 49, 83, 0, 45, 83
46, 1990, 5, 67780, 0.292913795100716, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
46, 1991, 1, 67780, 0, 0, 0.982413980600886, 0.982516966656831, 0, 0, 67780, 0, 0, 0, 0, 66595, 0, 0
46, 1991, 2, 67780, 0.00017732762060234, 0.00307269811701219, 0.380720590868449, 0.351648351648352, 0, 0.00168776371308017, 1185, 0, 2, 0, 2, 416, 0, 2
46, 1991, 3, 67780, 0.0248114579621086, 0.268175847185596, 0.244954112510985, 0.251386321626617, 0.0234680573663625, 0.277703604806409, 767, 3, 208, 18, 208, 136, 15, 208
46, 1991, 4, 67780, 0.148997908090964, 0.936959797002617, 0.22266725095388, 0.0769230769230769, 0.187654320987654, 0.96048632218845, 405, 20, 316, 76, 316, 1, 100, 316
46, 1991, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 12, 0, 12, 0, 12, NA, 0, 12
46, 1992, 1, 67780, 0, 0, 0.994979633655696, 0.994747713189731, 0, 0, 67780, 0, 0, 0, 0, 67424, 0, 0
46, 1992, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.244954112510985, 0.194366197183099, 0, 0.00280898876404494, 356, 0, 1, 0, 1, 69, 0, 1
46, 1992, 3, 67780, 0.0408163265306122, 0.151530877010898, 0.22266725095388, 0.199115044247788, 0.048951048951049, 0.169117647058824, 286, 2, 46, 14, 46, 45, 10, 46
46, 1992, 4, 67780, 0.13914373088685, 0.9950874435056, 0.296600936006381, NaN, 0.171270718232044, 1, 181, 5, 150, 31, 150, 0, 25, 150
46, 1992, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
46, 1993, 1, 67780, 0, 0, 0.984913310961969, 0.985054588374152, 0, 0, 67780, 0, 0, 0, 0, 66767, 0, 0
46, 1993, 2, 67780, 0.00017732762060234, 0.02263304229062, 0.22266725095388, 0.218590398365679, 0, 0.033563672260612, 1013, 0, 34, 0, 34, 214, 0, 34
46, 1993, 3, 67780, 0.0211608524230174, 0.294090654157956, 0.296600936006381, 0.306691449814126, 0.0156862745098039, 0.285524568393094, 765, 1, 215, 12, 215, 165, 5, 215
46, 1993, 4, 67780, 0.135789093535572, 0.989552862515671, 0.57932738671338, 0.75, 0.109919571045576, 0.987951807228916, 373, 11, 328, 41, 328, 3, 55, 328
46, 1993, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
46, 1994, 1, 67780, 0, 0, 0.968625998092638, 0.968722336972558, 0, 0, 67780, 0, 0, 0, 0, 65660, 0, 0
46, 1994, 2, 67780, 0.00017732762060234, 0.0196091578939526, 0.296600936006381, 0.304619826756497, 0.000471698113207547, 0.0193487494100991, 2120, 0, 41, 1, 41, 633, 0, 41
46, 1994, 3, 67780, 0.0087543980971343, 0.510154171681782, 0.57932738671338, 0.580174927113703, 0.0110726643598616, 0.519944016794961, 1445, 5, 743, 16, 743, 398, 25, 743
46, 1994, 4, 67780, 0.116754049612646, 0.871090635244086, 0.378454774816835, 0.392857142857143, 0.0972222222222222, 0.892307692307692, 288, 6, 232, 28, 232, 11, 30, 232
46, 1994, 5, 67780, 0.0378006872852234, 1, NA, NA, 0.0588235294117647, 1, 17, 0, 16, 1, 16, NA, 0, 16
46, 1995, 1, 67780, 0, 0, 0.977016696944337, 0.976261434051343, 0, 0, 67780, 0, 0, 0, 0, 66171, 0, 0
46, 1995, 2, 67780, 0.00017732762060234, 0.00621683429916295, 0.57932738671338, 0.582445141065831, 0.00124300807955252, 0.0074673304293715, 1609, 1, 12, 2, 12, 929, 5, 12
46, 1995, 3, 67780, 0.0266315154494068, 0.30187986319921, 0.378454774816835, 0.413716814159292, 0.0315315315315315, 0.29922480620155, 666, 5, 193, 21, 193, 187, 25, 193
46, 1995, 4, 67780, 0.163406214039125, 0.9950874435056, 0.549562598550708, NaN, 0.181132075471698, 1, 265, 8, 217, 48, 217, 0, 40, 217
46, 1995, 5, 67780, 0.00017732762060234, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
46, 1996, 1, 67780, 0, 0, 0.977026081690611, 0.977500737680732, 0, 0, 67780, 0, 0, 0, 0, 66255, 0, 0
46, 1996, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.378454774816835, 0.361785948785292, 0, 0.00131147540983607, 1525, 0, 2, 0, 2, 551, 0, 2
46, 1996, 3, 67780, 0.0395201129146083, 0.0743286482899197, 0.549562598550708, 0.539260969976905, 0.0329218106995885, 0.0787234042553192, 972, 13, 74, 32, 74, 467, 65, 74
46, 1996, 4, 67780, 0.200230444245295, 0.941571954538178, 0.58086033867462, 0.461538461538462, 0.18796992481203, 0.959876543209877, 399, 19, 311, 75, 311, 6, 95, 311
46, 1996, 5, 67780, 0.712328767123288, 1, NA, NA, 0.714285714285714, 1, 7, 0, 2, 5, 2, NA, 0, 2
46, 1997, 1, 67780, 0, 0, 0.938552243462477, 0.938447919740336, 0, 0, 67780, 0, 0, 0, 0, 63608, 0, 0
46, 1997, 2, 67780, 0.00017732762060234, 0.00538496747864283, 0.549562598550708, 0.562982625482625, 0, 0.00671140939597315, 4172, 0, 28, 0, 28, 2333, 0, 28
46, 1997, 3, 67780, 0.0842746816302696, 0.197372366348383, 0.58086033867462, 0.567466266866567, 0.082827167310878, 0.196869355809753, 1811, 26, 327, 150, 327, 757, 130, 327
46, 1997, 4, 67780, 0.328536476283181, 0.939858167143361, 0.473179425931746, 0.571428571428571, 0.339688041594454, 0.94488188976378, 577, 35, 360, 196, 360, 12, 175, 360
46, 1997, 5, 67780, 0.338762214983713, 1, NA, NA, 0.333333333333333, 1, 9, 2, 6, 3, 6, NA, 10, 6
46, 1998, 1, 67780, 0, 0, 0.963807071764288, 0.963676600767188, 0, 0, 67780, 0, 0, 0, 0, 65318, 0, 0
46, 1998, 2, 67780, 0.00017732762060234, 0.00518350282023476, 0.58086033867462, 0.588067020841847, 0, 0.00609260763606824, 2462, 0, 15, 0, 15, 1439, 0, 15
46, 1998, 3, 67780, 0.254382657223757, 0.376626362006345, 0.473179425931746, 0.486315789473684, 0.237103174603175, 0.382314694408322, 1008, 50, 294, 239, 294, 231, 250, 294
46, 1998, 4, 67780, 0.201489785382403, 0.93950309411656, 0.226024423145283, 0.0833333333333333, 0.217213114754098, 0.93717277486911, 244, 9, 179, 53, 179, 1, 45, 179
46, 1998, 5, 67780, 0.67175572519084, 1, NA, NA, 0.727272727272727, 1, 11, 4, 3, 8, 3, NA, 20, 3
46, 1999, 1, 67780, 0, 0, 0.989655700076511, 0.989923281203895, 0, 0, 67780, 0, 0, 0, 0, 67097, 0, 0
46, 1999, 2, 67780, 0.00017732762060234, 0.010989010989011, 0.473179425931746, 0.511799410029499, 0, 0.00732064421669107, 683, 0, 5, 0, 5, 347, 0, 5
46, 1999, 3, 67780, 0.105128205128205, 0.247851002865329, 0.226024423145283, 0.248908296943231, 0.0906344410876133, 0.239202657807309, 331, 3, 72, 30, 72, 57, 15, 72
46, 1999, 4, 67780, 0.0365079365079365, 0.913509060955519, 0.231205820000084, 0.166666666666667, 0.0348837209302326, 0.927710843373494, 172, 1, 154, 6, 154, 2, 5, 154
46, 1999, 5, 67780, 0.857142857142857, 1, NA, NA, 0.8, 1, 10, 4, 2, 8, 2, NA, 20, 2
46, 2000, 1, 67780, 0, 0, 0.993655334211393, 0.993567424018885, 0, 0, 67780, 0, 0, 0, 0, 67344, 0, 0
46, 2000, 2, 67780, 0.00017732762060234, 0.00681154719429128, 0.226024423145283, 0.254041570438799, 0, 0.00688073394495413, 436, 0, 3, 0, 3, 110, 0, 3
46, 2000, 3, 67780, 0.00017732762060234, 0.291312867406924, 0.231205820000084, 0.248927038626609, 0, 0.278637770897833, 323, 0, 90, 0, 90, 58, 0, 90
46, 2000, 4, 67780, 0.328341013824885, 0.9950874435056, 0.201748857722773, NaN, 0.297142857142857, 1, 175, 10, 123, 52, 123, 0, 50, 123
46, 2000, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
46, 2001, 1, 67780, 0, 0, 0.990463532556357, 0.989569194452641, 0, 0, 67780, 0, 0, 0, 0, 67073, 0, 0
46, 2001, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.231205820000084, 0.233285917496444, 0, 0.00565770862800566, 707, 0, 4, 0, 4, 164, 0, 4
46, 2001, 3, 67780, 0.0704827657272399, 0.495316224156089, 0.201748857722773, 0.187755102040816, 0.0500927643784787, 0.521484375, 539, 5, 267, 27, 267, 46, 25, 267
46, 2001, 4, 67780, 0.00017732762060234, 0.898407468423943, 0.339980650653301, 0.25, 0, 0.879396984924623, 199, 0, 175, 0, 175, 6, 0, 175
46, 2001, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 18, 0, 18, 0, 18, NA, 0, 18
46, 2002, 1, 67780, 0, 0, 0.990854411860329, 0.990410150486869, 0, 0, 67780, 0, 0, 0, 0, 67130, 0, 0
46, 2002, 2, 67780, 0.00017732762060234, 0.00568787771062922, 0.201748857722773, 0.191653786707883, 0, 0.00461538461538462, 650, 0, 3, 0, 3, 124, 0, 3
46, 2002, 3, 67780, 0.00017732762060234, 0.593016327017042, 0.339980650653301, 0.298578199052133, 0.00382409177820268, 0.595009596928983, 523, 1, 310, 2, 310, 63, 5, 310
46, 2002, 4, 67780, 0.00017732762060234, 0.9950874435056, 0.319471381767528, NaN, 0, 1, 148, 0, 148, 0, 148, 0, 0, 148
46, 2002, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
46, 2003, 1, 67780, 0, 0, 0.98909313132291, 0.989008557096489, 0, 0, 67780, 0, 0, 0, 0, 67035, 0, 0
46, 2003, 2, 67780, 0.00017732762060234, 0.0173970930877621, 0.339980650653301, 0.336499321573948, 0, 0.010738255033557, 745, 0, 8, 0, 8, 248, 0, 8
46, 2003, 3, 67780, 0.00017732762060234, 0.387886452428807, 0.319471381767528, 0.301369863013699, 0.00204498977505112, 0.401639344262295, 489, 0, 196, 1, 196, 88, 0, 196
46, 2003, 4, 67780, 0.0564471499723298, 0.95405669599218, 0.630864054420789, 0.666666666666667, 0.0833333333333333, 0.919786096256685, 204, 3, 172, 17, 172, 10, 15, 172
46, 2003, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 5, 0, 5, 0, 5, NA, 0, 5
47, 1979, 1, 67780, 0, 0, 0.938655494505494, 0.938241369135438, 0, 0, 67780, 0, 0, 0, 0, 63594, 0, 0
47, 1979, 2, 67780, 0.00017732762060234, 0.00519494478131969, 0.451869645500778, 0.457521058965102, 0, 0.00740563784042045, 4186, 0, 31, 0, 31, 1901, 0, 31
47, 1979, 3, 67780, 0.470274699055525, 0.184923939831733, 0.598404840737821, 0.598130841121495, 0.46583850931677, 0.200166112956811, 2254, 207, 241, 1050, 241, 576, 1035, 241
47, 1979, 4, 67780, 0.825878427692629, 0.952095808383233, 0.2533993061295, 0.75, 0.829457364341085, 0.939393939393939, 387, 57, 62, 321, 62, 3, 285, 62
47, 1979, 5, 67780, 0.375, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
47, 1980, 1, 67780, 0, 0, 0.964292309891366, 0.965756860430806, 0, 0, 67780, 0, 0, 0, 0, 65459, 0, 0
47, 1980, 2, 67780, 0.00742961679029346, 0.0216168256336835, 0.598404840737821, 0.573850959393128, 0.00603188280913399, 0.0286085825747724, 2321, 1, 66, 14, 66, 1286, 5, 66
47, 1980, 3, 67780, 0.151033615696943, 0.156927484159161, 0.2533993061295, 0.258493353028065, 0.149738219895288, 0.166256157635468, 955, 31, 135, 143, 135, 175, 155, 135
47, 1980, 4, 67780, 0.494485558787111, 0.838507547707206, 0.190587845622456, 0.222222222222222, 0.48804780876494, 0.859922178988327, 502, 52, 221, 245, 221, 8, 260, 221
47, 1980, 5, 67780, 0.135802469135802, 1, NA, NA, 0.142857142857143, 1, 28, 1, 24, 4, 24, NA, 5, 24
47, 1981, 1, 67780, 0, 0, 0.983700007647014, 0.983416937149602, 0, 0, 67780, 0, 0, 0, 0, 66656, 0, 0
47, 1981, 2, 67780, 0.00017732762060234, 0.00187656869414276, 0.2533993061295, 0.247330960854093, 0, 0, 1124, 0, 0, 0, 0, 278, 0, 0
47, 1981, 3, 67780, 0.162064346313835, 0.127892301220025, 0.190587845622456, 0.199013157894737, 0.157210401891253, 0.14726507713885, 846, 25, 105, 133, 105, 121, 125, 105
47, 1981, 4, 67780, 0.352789837594469, 0.993788819875776, 0.461318193158469, 0, 0.390143737166324, 0.996632996632997, 487, 47, 296, 190, 296, 0, 235, 296
47, 1981, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
47, 1982, 1, 67780, 0, 0, 0.927440644995796, 0.92683682502213, 0, 0, 67780, 0, 0, 0, 0, 62821, 0, 0
47, 1982, 2, 67780, 0.000432087399496716, 0.00510869485127066, 0.190587845622456, 0.187652315190902, 0.00020165355918532, 0.00685760387252925, 4959, 0, 34, 1, 34, 924, 0, 34
47, 1982, 3, 67780, 0.315561052561415, 0.372233944705946, 0.461318193158469, 0.481760277938622, 0.308, 0.376083815028902, 4000, 239, 1041, 1232, 1041, 832, 1195, 1041
47, 1982, 4, 67780, 0.556867476801976, 0.988006482982172, 0.364293424430591, 0.25, 0.555307262569832, 0.979899497487437, 895, 90, 390, 497, 390, 2, 450, 390
47, 1982, 5, 67780, 0.72972972972973, 1, NA, NA, 0.833333333333333, 1, 6, 1, 1, 5, 1, NA, 5, 1
47, 1983, 1, 67780, 0, 0, 0.898807500686103, 0.898524638536441, 0, 0, 67780, 0, 0, 0, 0, 60902, 0, 0
47, 1983, 2, 67780, 0.00017732762060234, 0.00250389277079209, 0.461318193158469, 0.450408401400233, 0, 0.00319860424542018, 6878, 0, 22, 0, 22, 3088, 0, 22
47, 1983, 3, 67780, 0.195291847412556, 0.085782521811181, 0.364293424430591, 0.363702623906706, 0.200636942675159, 0.0889774236387782, 3768, 151, 268, 756, 268, 998, 755, 268
47, 1983, 4, 67780, 0.559009081054184, 0.969574853919001, 0.527567710693972, 0.615384615384615, 0.575601374570447, 0.964912280701754, 1746, 204, 715, 1005, 715, 16, 1020, 715
47, 1983, 5, 67780, 0.463576158940397, 1, NA, NA, 0.4, 1, 10, 2, 6, 4, 6, NA, 10, 6
47, 1984, 1, 67780, 0, 0, 0.905105076142132, 0.906270286220124, 0, 0, 67780, 0, 0, 0, 0, 61427, 0, 0
47, 1984, 2, 67780, 0.000267461204752251, 0.00973819244166448, 0.364293424430591, 0.355735621226565, 0.000157405949944908, 0.00913098236775819, 6353, 0, 58, 1, 58, 2239, 0, 58
47, 1984, 3, 67780, 0.273016593452313, 0.145676167824891, 0.527567710693972, 0.517308440295605, 0.271023427866831, 0.130243572395129, 4055, 220, 385, 1099, 385, 1330, 1100, 385
47, 1984, 4, 67780, 0.560224455174214, 0.880811078140455, 0.624597664361772, 0.597014925373134, 0.570507655116841, 0.874296435272045, 1241, 146, 466, 708, 466, 40, 730, 466
47, 1984, 5, 67780, 0.612033195020747, 1, NA, NA, 0.777777777777778, 1, 27, 2, 6, 21, 6, NA, 10, 6
47, 1985, 1, 67780, 0, 0, 0.935017078366353, 0.934552965476542, 0, 0, 67780, 0, 0, 0, 0, 63344, 0, 0
47, 1985, 2, 67780, 0.000322965468935768, 0.00226148866529766, 0.527567710693972, 0.535593220338983, 0.000450856627592426, 0.0020297699594046, 4436, 0, 9, 2, 9, 2370, 0, 9
47, 1985, 3, 67780, 0.140335823236442, 0.0730722600845134, 0.624597664361772, 0.619135802469136, 0.143552311435523, 0.0795454545454545, 2055, 52, 140, 295, 140, 1003, 260, 140
47, 1985, 4, 67780, 0.521809800759375, 0.9557851129936, 0.192382894650167, 0.235294117647059, 0.547811993517018, 0.939068100358423, 617, 68, 262, 338, 262, 4, 340, 262
47, 1985, 5, 67780, 0.843843843843844, 1, NA, NA, 1, NaN, 13, 3, 0, 13, 0, NA, 15, 0
47, 1986, 1, 67780, 0, 0, 0.995901329243354, 0.996237828267926, 0, 0, 67780, 0, 0, 0, 0, 67525, 0, 0
47, 1986, 2, 67780, 0.00017732762060234, 0.00748409629537233, 0.624597664361772, 0.654901960784314, 0, 0, 255, 0, 0, 0, 0, 167, 0, 0
47, 1986, 3, 67780, 0.179464622345105, 0.117016388420891, 0.192382894650167, 0.2, 0.170454545454545, 0.0410958904109589, 88, 2, 3, 15, 3, 14, 10, 3
47, 1986, 4, 67780, 0.770164787510841, 0.867924528301887, 0.249065308838663, NaN, 0.857142857142857, 1, 56, 12, 8, 48, 8, 0, 60, 8
47, 1986, 5, 67780, 0.00017732762060234, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
47, 1987, 1, 67780, 0, 0, 0.978806423611111, 0.978607258778401, 0, 0, 67780, 0, 0, 0, 0, 66330, 0, 0
47, 1987, 2, 67780, 0.00017732762060234, 0.0213802989965185, 0.192382894650167, 0.193412754029432, 0, 0.0158620689655172, 1450, 0, 23, 0, 23, 276, 0, 23
47, 1987, 3, 67780, 0.424224668312895, 0.269826270262412, 0.249065308838663, 0.246938775510204, 0.422241529105126, 0.263157894736842, 1151, 74, 175, 486, 175, 121, 370, 175
47, 1987, 4, 67780, 0.243404678944749, 0.967105263157895, 0.345241763937242, 0.2, 0.265582655826558, 0.981549815498155, 369, 22, 266, 98, 266, 1, 110, 266
47, 1987, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 4, 0, 4, 0, 4, NA, 0, 4
47, 1988, 1, 67780, 0, 0, 0.997995584180377, 0.997919740336382, 0, 0, 67780, 0, 0, 0, 0, 67639, 0, 0
47, 1988, 2, 67780, 0.00017732762060234, 0.0203045685279188, 0.249065308838663, 0.246376811594203, 0, 0.0212765957446809, 141, 0, 3, 0, 3, 34, 0, 3
47, 1988, 3, 67780, 0.0466321243523316, 0.190217391304348, 0.345241763937242, 0.273809523809524, 0.0288461538461538, 0.168316831683168, 104, 0, 17, 3, 17, 23, 0, 17
47, 1988, 4, 67780, 0.10738255033557, 0.9950874435056, 0.267044349277317, NaN, 0.0327868852459016, 1, 61, 1, 59, 2, 59, 0, 5, 59
47, 1988, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
47, 1989, 1, 67780, 0, 0, 0.97314090529829, 0.973723812334022, 0, 0, 67780, 0, 0, 0, 0, 65999, 0, 0
47, 1989, 2, 67780, 0.00017732762060234, 0.0116493544316086, 0.345241763937242, 0.346985210466439, 0, 0.012914093206064, 1781, 0, 23, 0, 23, 610, 0, 23
47, 1989, 3, 67780, 0.0277379432275808, 0.253126704786535, 0.267044349277317, 0.236024844720497, 0.0287456445993031, 0.278026905829596, 1148, 5, 310, 33, 310, 190, 25, 310
47, 1989, 4, 67780, 0.0637089138374138, 0.929211210632765, 0.380720590868449, 0.382978723404255, 0.0585365853658537, 0.918825561312608, 615, 7, 532, 36, 532, 18, 35, 532
47, 1989, 5, 67780, 0.0790816326530612, 1, NA, NA, 0, 1, 29, 0, 29, 0, 29, NA, 0, 29
47, 1990, 1, 67780, 0, 0, 0.991103552037679, 0.991147831218649, 0, 0, 67780, 0, 0, 0, 0, 67180, 0, 0
47, 1990, 2, 67780, 0.00017732762060234, 0.00490196078431373, 0.267044349277317, 0.281144781144781, 0, 0.01, 600, 0, 6, 0, 6, 167, 0, 6
47, 1990, 3, 67780, 0.0729064039408867, 0.473963868225292, 0.380720590868449, 0.432835820895522, 0.0819672131147541, 0.487244897959184, 427, 8, 191, 35, 191, 87, 40, 191
47, 1990, 4, 67780, 0.390151515151515, 0.9950874435056, 0.244954112510985, 0, 0.342105263157895, 0.986666666666667, 114, 11, 74, 39, 74, 0, 55, 74
47, 1990, 5, 67780, 0.292913795100716, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
47, 1991, 1, 67780, 0, 0, 0.982413980600886, 0.983180879315432, 0, 0, 67780, 0, 0, 0, 0, 66640, 0, 0
47, 1991, 2, 67780, 0.00017732762060234, 0.00307269811701219, 0.380720590868449, 0.383465259454705, 0, 0.00263157894736842, 1140, 0, 3, 0, 3, 436, 0, 3
47, 1991, 3, 67780, 0.0248114579621086, 0.268175847185596, 0.244954112510985, 0.256, 0.021398002853067, 0.271137026239067, 701, 1, 186, 15, 186, 128, 5, 186
47, 1991, 4, 67780, 0.148997908090964, 0.936959797002617, 0.22266725095388, 0.222222222222222, 0.161290322580645, 0.942307692307692, 372, 9, 294, 60, 294, 4, 45, 294
47, 1991, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 14, 0, 14, 0, 14, NA, 0, 14
47, 1992, 1, 67780, 0, 0, 0.994979633655696, 0.995042785482443, 0, 0, 67780, 0, 0, 0, 0, 67444, 0, 0
47, 1992, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.244954112510985, 0.217261904761905, 0, 0, 336, 0, 0, 0, 0, 73, 0, 0
47, 1992, 3, 67780, 0.0408163265306122, 0.151530877010898, 0.22266725095388, 0.242009132420091, 0.0380228136882129, 0.134387351778656, 263, 1, 34, 10, 34, 53, 5, 34
47, 1992, 4, 67780, 0.13914373088685, 0.9950874435056, 0.296600936006381, NaN, 0.186746987951807, 1, 166, 5, 135, 31, 135, 0, 25, 135
47, 1992, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
47, 1993, 1, 67780, 0, 0, 0.984913310961969, 0.984464443788728, 0, 0, 67780, 0, 0, 0, 0, 66727, 0, 0
47, 1993, 2, 67780, 0.00017732762060234, 0.02263304229062, 0.22266725095388, 0.234782608695652, 0, 0.0170940170940171, 1053, 0, 18, 0, 18, 243, 0, 18
47, 1993, 3, 67780, 0.0211608524230174, 0.294090654157956, 0.296600936006381, 0.298724954462659, 0.023989898989899, 0.289780077619664, 792, 6, 224, 19, 224, 164, 30, 224
47, 1993, 4, 67780, 0.135789093535572, 0.989552862515671, 0.57932738671338, 0.571428571428571, 0.114285714285714, 0.979472140762463, 385, 14, 334, 44, 334, 4, 70, 334
47, 1993, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 3, 0, 3, 0, 3, NA, 0, 3
47, 1994, 1, 67780, 0, 0, 0.968625998092638, 0.967851873709059, 0, 0, 67780, 0, 0, 0, 0, 65601, 0, 0
